37
15
22
12
18
43
9
14
21
10
9
10
23
10
10
8
23
10
13
12
14
10
9
12
10
11
10
11
11
10
9
10
9
12
9
12
11
12
12
13
14
12
13
12
24
22
44
25
30
23
22
22
29
20
84
31
19
40
22
30
23
45
19
29
24
29
47
219
69
41
122
168
169
161
182
219
220
296
242
292
291
248
187
458
415
315
272
